,price_numeric,Height,Width,Uniqueness,gender_guessed,gallery,painting,is_signed,age,years_selling,location,image_path
4268,3636.0,35.4,35.4,Unique,unknown,gallery,other,signed,1.0,10.0,other,images_thesis\2261780_1_m.jpg
5910,547.0,12.6,7.5,Unique,unknown,gallery,other,signed,39.0,9.0,France,images_thesis\2146779_1_m.jpg
280,11539.0,45.3,33.1,Unique,male,gallery,other,signed,38.0,9.0,France,images_thesis\302782_1_m.jpg
11371,3401.0,39.4,47.2,Unique,female,independent,oil,signed,3.0,6.0,other,images_thesis\1515732_1_m.jpg
2892,632.0,24.0,19.7,Unique,unknown,gallery,other,signed,5.0,7.0,France,images_thesis\898281_1_m.jpg
16068,4481.0,51.2,38.2,Unique,male,gallery,acrylic,signed,4.0,8.0,France,images_thesis\1108626_1_m.jpg
10708,2259.0,27.6,27.6,Unique,female,gallery,other,signed,1.0,8.0,France,images_thesis\2211089_1_m.jpg
6086,219.0,5.9,5.9,Unique,male,gallery,other,signed,3.0,4.0,other,images_thesis\1962174_1_m.jpg
1680,199.0,9.4,11.8,Unique,male,gallery,oil,signed,0.0,2.0,other,images_thesis\2334781_1_m.jpg
17209,1817.0,27.6,19.7,Unique,male,gallery,other,signed,3.0,7.0,other,images_thesis\1376280_1_m.jpg
15306,1500.0,31.5,27.6,Unique,female,gallery,other,signed,0.0,2.0,other,images_thesis\2320244_1_m.jpg
5804,4858.0,31.5,31.5,Unique,male,gallery,acrylic,signed,6.0,9.0,Spain,images_thesis\655215_1_m.jpg
2177,782.0,23.6,31.5,Unique,female,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2278328_1_m.jpg
20129,6055.0,27.6,35.4,Unique,male,gallery,other,signed,1.0,10.0,France,images_thesis\2251935_1_m.jpg
13426,10537.0,59.1,39.4,Unique,female,gallery,other,signed,2.0,2.0,other,images_thesis\2320859_1_m.jpg
2210,972.0,11.8,16.1,Unique,male,gallery,oil,signed,12.0,10.0,France,images_thesis\190339_1_m.jpg
5784,1457.0,13.0,15.6,Unique,male,gallery,oil,signed,92.0,6.0,other,images_thesis\2272760_1_m.jpg
12801,1822.0,47.2,29.5,Unique,female,gallery,other,signed,7.0,11.0,France,images_thesis\2288358_1_m.jpg
6300,1579.0,23.6,23.6,Unique,male,gallery,other,signed,1.0,1.0,other,images_thesis\2249028_1_m.jpg
13339,2664.0,31.5,47.2,Unique,female,independent,acrylic,signed,5.0,3.0,other,images_thesis\1561890_1_m.jpg
7996,2098.0,14.0,9.9,Unique,male,gallery,other,signed,5.0,10.0,other,images_thesis\1751961_1_m.jpg
1974,3037.0,31.5,39.4,Unique,female,gallery,acrylic,signed,5.0,4.0,France,images_thesis\1206726_1_m.jpg
5740,1154.0,27.6,39.4,Unique,male,gallery,other,signed,2.0,5.0,other,images_thesis\2195797_1_m.jpg
1941,850.0,24.4,23.2,Unique,unknown,gallery,other,signed,1.0,9.0,Spain,images_thesis\2297061_1_m.jpg
757,1360.0,23.6,15.7,Unique,unknown,gallery,other,signed,0.0,3.0,other,images_thesis\2309136_1_m.jpg
12375,1931.0,36.6,36.6,Unique,unknown,independent,acrylic,signed,0.0,4.0,France,images_thesis\2318111_1_m.jpg
6042,1274.0,15.2,17.3,Unique,female,gallery,oil,signed,79.0,6.0,other,images_thesis\2194088_1_m.jpg
11618,3462.0,43.3,43.3,Unique,unknown,independent,acrylic,signed,7.0,5.0,Spain,images_thesis\724677_1_m.jpg
17824,2218.0,21.7,39.0,Unique,female,gallery,acrylic,signed,1.0,2.0,other,images_thesis\2314572_1_m.jpg
1933,14575.0,29.5,19.7,Unique,unknown,gallery,acrylic,signed,15.0,12.0,France,images_thesis\269908_1_m.jpg
17738,15139.0,32.3,25.6,Unique,unknown,gallery,other,signed,2.0,9.0,France,images_thesis\2014278_1_m.jpg
1089,3500.0,48.0,48.0,Unique,unknown,gallery,acrylic,signed,2.0,3.0,other,images_thesis\2297623_1_m.jpg
3483,760.0,12.0,16.0,Unique,female,gallery,other,signed,6.0,3.0,United States,images_thesis\2170660_1_m.jpg
2623,699.0,14.2,11.0,Unique,male,gallery,oil,signed,6.0,10.0,other,images_thesis\2181572_1_m.jpg
20144,151.0,7.9,7.9,Unique,male,independent,other,signed,1.0,6.0,France,images_thesis\2236953_1_m.jpg
3495,15304.0,30.3,22.4,Unique,male,gallery,oil,signed,27.0,9.0,Spain,images_thesis\2334002_1_m.jpg
9856,875.0,28.7,23.6,Unique,unknown,gallery,acrylic,signed,1.0,8.0,France,images_thesis\2244720_1_m.jpg
14490,3028.0,35.4,27.6,Unique,unknown,gallery,other,not signed,1.0,4.0,Spain,images_thesis\2312479_1_m.jpg
13120,1078.0,25.6,19.7,Unique,female,independent,other,signed,0.0,5.0,France,images_thesis\2319813_1_m.jpg
12722,1069.0,19.7,15.7,Unique,female,gallery,acrylic,signed,7.0,8.0,France,images_thesis\2328228_1_m.jpg
15492,2218.0,17.3,24.8,Unique,unknown,gallery,acrylic,signed,7.0,10.0,other,images_thesis\599316_1_m.jpg
4132,1943.0,16.0,12.0,Unique,unknown,gallery,other,signed,4.0,4.0,United States,images_thesis\1380159_1_m.jpg
1816,29151.0,9.9,8.9,Unique,male,gallery,other,signed,96.0,6.0,other,images_thesis\738129_1_m.jpg
2397,10932.0,30.3,30.3,Unique,female,gallery,acrylic,signed,61.0,6.0,other,images_thesis\1636278_1_m.jpg
18408,6055.0,39.4,39.4,Unique,unknown,independent,acrylic,signed,0.0,3.0,France,images_thesis\2307031_1_m.jpg
19900,2543.0,24.0,40.2,Unique,male,gallery,other,signed,4.0,9.0,France,images_thesis\2313778_1_m.jpg
11394,1421.0,22.2,29.9,Unique,female,gallery,other,signed,10.0,8.0,other,images_thesis\275044_1_m.jpg
8039,1032.0,11.8,11.8,Unique,female,independent,other,signed,11.0,3.0,France,images_thesis\1592088_1_m.jpg
9715,2186.0,39.4,39.4,Unique,female,independent,other,signed,1.0,6.0,other,images_thesis\2200560_1_m.jpg
20744,727.0,15.7,11.8,Unique,unknown,gallery,acrylic,signed,4.0,11.0,France,images_thesis\1129341_1_m.jpg
7823,27633.0,79.5,55.9,Unique,unknown,gallery,other,signed,1.0,3.0,other,images_thesis\2286709_1_m.jpg
13755,600.0,31.5,31.5,Unique,male,gallery,acrylic,signed,1.0,2.0,other,images_thesis\2310306_1_m.jpg
13,2794.0,28.7,21.3,Unique,male,gallery,other,signed,5.0,2.0,other,images_thesis\2097702_1_m.jpg
8382,2915.0,18.1,21.7,Unique,female,independent,oil,signed,2.0,3.0,France,images_thesis\1937622_1_m.jpg
15519,1090.0,27.6,39.4,Unique,male,independent,acrylic,signed,0.0,3.0,other,images_thesis\2324041_1_m.jpg
13359,2798.0,27.6,51.2,Unique,female,independent,acrylic,signed,3.0,3.0,other,images_thesis\1554705_1_m.jpg
11323,8381.0,27.6,19.7,Unique,unknown,gallery,acrylic,signed,0.0,10.0,France,images_thesis\2310039_1_m.jpg
13156,1696.0,23.6,19.7,Unique,unknown,independent,oil,signed,0.0,3.0,other,images_thesis\2289550_1_m.jpg
17944,4723.0,39.4,39.4,Unique,male,gallery,other,signed,1.0,9.0,France,images_thesis\2237494_1_m.jpg
9914,1323.0,20.1,20.1,Unique,male,gallery,other,signed,3.0,10.0,other,images_thesis\1589142_1_m.jpg
13890,1574.0,39.4,39.4,Unique,female,independent,other,signed,0.0,7.0,France,images_thesis\2317514_1_m.jpg
16829,5267.0,29.9,42.1,Unique,male,gallery,oil,signed,6.0,10.0,France,images_thesis\2296992_1_m.jpg
620,4737.0,29.5,29.5,Unique,unknown,gallery,acrylic,signed,2.0,4.0,France,images_thesis\1781172_1_m.jpg
2554,729.0,27.6,19.3,Unique,unknown,gallery,other,signed,7.0,10.0,France,images_thesis\415555_1_m.jpg
12506,680.0,23.6,23.6,Unique,unknown,gallery,other,signed,2.0,1.0,Ukraine,images_thesis\2280951_1_m.jpg
2791,2976.0,18.1,24.0,Unique,male,gallery,acrylic,signed,5.0,4.0,Spain,images_thesis\2319274_1_m.jpg
18298,10350.0,72.0,54.0,Unique,unknown,gallery,other,signed,2.0,3.0,other,images_thesis\2142937_1_m.jpg
4980,1883.0,23.6,27.6,Unique,female,gallery,other,signed,4.0,4.0,France,images_thesis\1209777_1_m.jpg
19703,4227.0,39.4,39.4,Unique,male,gallery,other,signed,9.0,10.0,France,images_thesis\274252_1_m.jpg
13725,351.0,16.1,22.8,Unique,unknown,gallery,other,signed,3.0,3.0,other,images_thesis\2333521_1_m.jpg
15811,14533.0,30.3,26.0,Unique,unknown,gallery,other,signed,4.0,2.0,other,images_thesis\1974225_1_m.jpg
4203,2150.0,27.6,27.6,Unique,female,gallery,oil,signed,8.0,3.0,other,images_thesis\2061819_1_m.jpg
6659,923.0,15.7,19.7,Unique,male,gallery,acrylic,signed,1.0,9.0,Spain,images_thesis\2254696_1_m.jpg
12181,911.0,27.6,23.6,Unique,female,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2313959_1_m.jpg
2320,607.0,12.2,17.3,Unique,male,gallery,other,signed,31.0,9.0,Spain,images_thesis\995232_1_m.jpg
10405,3644.0,21.3,25.2,Unique,female,independent,oil,signed,2.0,3.0,France,images_thesis\2151948_1_m.jpg
2814,1640.0,23.2,16.9,Copy,male,gallery,other,signed,4.0,5.0,other,images_thesis\1324164_1_m.jpg
3250,1500.0,17.0,14.0,Unique,male,gallery,other,signed,1.0,6.0,United States,images_thesis\2253600_1_m.jpg
5477,14575.0,35.4,53.1,Unique,unknown,gallery,other,signed,1.0,10.0,other,images_thesis\2289169_1_m.jpg
65,675.0,16.0,16.0,Unique,female,gallery,acrylic,signed,3.0,3.0,United States,images_thesis\1830486_1_m.jpg
20246,2422.0,21.3,28.7,Unique,unknown,gallery,oil,signed,45.0,1.0,Spain,images_thesis\2325577_1_m.jpg
19920,459.0,27.6,29.5,Unique,male,gallery,other,signed,6.0,2.0,other,images_thesis\2296391_1_m.jpg
19656,2301.0,39.4,47.2,Unique,female,gallery,acrylic,signed,0.0,9.0,other,images_thesis\2325462_1_m.jpg
2492,2429.0,18.9,18.9,Unique,unknown,gallery,other,signed,3.0,9.0,Spain,images_thesis\2321623_1_m.jpg
2982,2518.0,23.6,40.9,Unique,male,gallery,other,signed,12.0,10.0,other,images_thesis\658047_1_m.jpg
3256,146.0,7.5,7.5,Unique,female,gallery,other,signed,2.0,3.0,France,images_thesis\2143322_1_m.jpg
15594,3088.0,36.2,28.7,Unique,male,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2272178_1_m.jpg
6558,3939.0,21.3,28.5,Unique,male,gallery,oil,signed,91.0,6.0,other,images_thesis\901992_1_m.jpg
16092,1330.0,35.4,27.6,Unique,male,gallery,oil,signed,0.0,1.0,Ukraine,images_thesis\2313615_1_m.jpg
6915,3000.0,38.5,31.5,Unique,female,independent,oil,signed,29.0,2.0,United States,images_thesis\1921293_1_m.jpg
18908,4905.0,53.5,36.2,Unique,female,gallery,other,signed,1.0,9.0,France,images_thesis\2315016_1_m.jpg
2818,2500.0,29.52,23.62,Unique,male,gallery,other,signed,6.0,6.0,United States,images_thesis\843831_1_m.jpg
11492,1785.0,27.6,27.6,Unique,female,gallery,acrylic,signed,3.0,9.0,France,images_thesis\1447404_1_m.jpg
13891,702.0,15.7,23.6,Unique,female,gallery,other,signed,5.0,1.0,Ukraine,images_thesis\2317156_1_m.jpg
3884,2004.0,31.5,31.5,Unique,unknown,gallery,acrylic,signed,2.0,4.0,Spain,images_thesis\2297641_1_m.jpg
17255,1938.0,36.2,25.6,Unique,female,gallery,oil,signed,2.0,8.0,France,images_thesis\2327902_1_m.jpg
15533,999.0,47.2,35.4,Unique,female,gallery,acrylic,signed,0.0,3.0,Ukraine,images_thesis\2318576_1_m.jpg
2118,1032.0,33.5,13.8,Unique,unknown,gallery,other,signed,7.0,4.0,other,images_thesis\2175816_1_m.jpg
20408,3028.0,17.7,17.7,Unique,female,gallery,acrylic,signed,1.0,9.0,France,images_thesis\2285221_1_m.jpg
10846,1093.0,39.4,39.4,Unique,male,gallery,acrylic,signed,3.0,9.0,France,images_thesis\1505211_1_m.jpg
9754,1672.0,12.8,13.0,Unique,male,gallery,other,signed,10.0,10.0,United States,images_thesis\555121_1_m.jpg
161,3037.0,25.2,23.6,Unique,unknown,gallery,acrylic,not signed,0.0,3.0,Ukraine,images_thesis\2329799_1_m.jpg
14118,824.0,19.7,15.7,Unique,female,gallery,other,signed,3.0,3.0,Ukraine,images_thesis\2325625_1_m.jpg
17651,593.0,27.6,31.5,Unique,male,gallery,other,signed,1.0,1.0,Ukraine,images_thesis\2290284_1_m.jpg
12977,666.0,27.6,25.6,Unique,unknown,gallery,oil,signed,10.0,1.0,Ukraine,images_thesis\2281820_1_m.jpg
6181,1523.0,8.7,13.0,Unique,male,gallery,oil,signed,97.0,6.0,other,images_thesis\785715_1_m.jpg
7750,2247.0,39.4,31.5,Unique,unknown,gallery,oil,signed,3.0,3.0,Ukraine,images_thesis\1979004_1_m.jpg
9127,3037.0,67.7,31.9,Unique,unknown,gallery,other,signed,4.0,5.0,France,images_thesis\1502610_1_m.jpg
12127,923.0,31.5,15.7,Unique,female,gallery,oil,signed,0.0,8.0,France,images_thesis\2328097_1_m.jpg
5403,1458.0,41.3,49.2,Unique,male,gallery,oil,signed,33.0,6.0,other,images_thesis\1754619_1_m.jpg
1168,595.0,27.6,19.7,Unique,male,independent,other,signed,12.0,1.0,other,images_thesis\2280709_1_m.jpg
13150,1453.0,24.4,33.9,Unique,unknown,gallery,other,signed,1.0,4.0,France,images_thesis\2292161_1_m.jpg
12597,474.0,16.0,20.0,Unique,male,independent,other,signed,0.0,4.0,other,images_thesis\2315051_1_m.jpg
12775,741.0,8.8,6.3,Unique,unknown,gallery,other,signed,0.0,10.0,France,images_thesis\2298016_1_m.jpg
11883,1688.0,31.5,23.6,Unique,male,independent,oil,signed,3.0,3.0,other,images_thesis\2317526_1_m.jpg
19474,1332.0,27.6,27.6,Unique,male,independent,oil,signed,1.0,1.0,other,images_thesis\2229471_1_m.jpg
5894,4858.0,19.7,19.7,Copy,male,gallery,other,signed,17.0,10.0,France,images_thesis\837333_1_m.jpg
10623,1931.0,40.6,31.5,Unique,male,gallery,other,signed,0.0,7.0,other,images_thesis\2327423_1_m.jpg
1022,9110.0,59.1,47.2,Unique,male,independent,other,signed,4.0,5.0,other,images_thesis\1176972_1_m.jpg
16342,19983.0,39.4,59.1,Unique,male,gallery,other,signed,1.0,5.0,other,images_thesis\2192259_1_m.jpg
2849,2587.0,12.6,30.3,Unique,female,gallery,other,signed,11.0,10.0,United States,images_thesis\610275_1_m.jpg
18616,1151.0,27.6,19.7,Unique,male,gallery,other,signed,1.0,5.0,other,images_thesis\2301735_1_m.jpg
20657,2250.0,26.0,40.0,Unique,female,independent,other,signed,1.0,6.0,United States,images_thesis\2266835_1_m.jpg
891,1458.0,18.1,21.7,Unique,unknown,gallery,oil,signed,1.0,11.0,France,images_thesis\2293067_1_m.jpg
18727,1696.0,23.6,23.6,Unique,female,gallery,other,signed,2.0,10.0,France,images_thesis\2146644_1_m.jpg
20441,1211.0,19.7,15.7,Unique,unknown,gallery,oil,not signed,2.0,3.0,Ukraine,images_thesis\2139217_1_m.jpg
18336,9286.0,78.7,63.0,Unique,female,gallery,other,signed,4.0,10.0,United States,images_thesis\1148832_1_m.jpg
4665,1600.0,39.4,31.5,Unique,female,gallery,oil,signed,3.0,1.0,United States,images_thesis\2267071_1_m.jpg
15440,969.0,19.7,19.7,Unique,unknown,gallery,oil,signed,3.0,10.0,France,images_thesis\1488888_1_m.jpg
10958,972.0,19.7,19.7,Unique,female,gallery,other,signed,1.0,10.0,France,images_thesis\2245856_1_m.jpg
20021,1526.0,39.4,39.4,Copy,male,gallery,other,signed,1.0,8.0,France,images_thesis\2294226_1_m.jpg
8414,2004.0,35.4,39.4,Unique,female,independent,acrylic,signed,0.0,4.0,Spain,images_thesis\2333487_1_m.jpg
17394,800.0,7.9,7.9,Unique,male,independent,other,signed,11.0,4.0,Ukraine,images_thesis\1735488_1_m.jpg
16801,381.0,10.5,12.7,Unique,male,gallery,other,signed,5.0,1.0,Ukraine,images_thesis\2300170_1_m.jpg
15067,1514.0,23.6,23.6,Unique,female,gallery,other,signed,2.0,9.0,France,images_thesis\2324474_1_m.jpg
13485,3149.0,39.4,47.2,Unique,female,independent,acrylic,signed,1.0,3.0,other,images_thesis\2222009_1_m.jpg
19104,3149.0,39.4,47.2,Unique,female,independent,acrylic,signed,1.0,3.0,other,images_thesis\2233692_1_m.jpg
12815,935.0,31.5,35.4,Unique,unknown,gallery,other,signed,10.0,1.0,Ukraine,images_thesis\2280789_1_m.jpg
5118,1700.0,15.7,23.6,Unique,male,gallery,oil,signed,75.0,6.0,other,images_thesis\954150_1_m.jpg
10353,729.0,7.75,7.75,Unique,unknown,gallery,other,signed,5.0,4.0,United States,images_thesis\1775115_1_m.jpg
16897,545.0,15.7,7.9,Unique,female,independent,other,signed,1.0,3.0,France,images_thesis\2235258_1_m.jpg
6129,1694.0,15.0,18.1,Unique,male,gallery,oil,signed,83.0,6.0,other,images_thesis\772824_1_m.jpg
16535,908.0,18.1,15.0,Unique,male,gallery,other,not signed,27.0,10.0,France,images_thesis\537739_1_m.jpg
14321,4844.0,35.4,27.6,Unique,unknown,gallery,other,signed,1.0,8.0,other,images_thesis\2287000_1_m.jpg
18337,5450.0,32.3,32.3,Unique,unknown,gallery,other,signed,6.0,5.0,other,images_thesis\1087956_1_m.jpg
19422,1817.0,31.5,39.4,Unique,male,independent,other,signed,1.0,1.0,other,images_thesis\2241885_1_m.jpg
3929,2186.0,13.8,13.8,Unique,female,gallery,other,not signed,12.0,9.0,Spain,images_thesis\422463_1_m.jpg
1580,12146.0,74.8,59.1,Unique,male,independent,other,signed,4.0,5.0,other,images_thesis\1129080_1_m.jpg
7577,4616.0,52.8,39.4,Unique,male,gallery,oil,signed,8.0,7.0,France,images_thesis\387227_1_m.jpg
20644,2301.0,31.5,31.5,Unique,unknown,gallery,acrylic,signed,1.0,1.0,France,images_thesis\2247465_1_m.jpg
1870,972.0,15.7,31.5,Unique,female,gallery,acrylic,signed,1.0,10.0,France,images_thesis\2232493_1_m.jpg
15556,751.0,25.6,19.7,Unique,female,gallery,acrylic,signed,13.0,8.0,France,images_thesis\2301581_1_m.jpg
3717,2915.0,20.1,26.4,Unique,unknown,gallery,other,signed,65.0,3.0,Spain,images_thesis\2178598_1_m.jpg
6519,5541.0,46.7,34.4,Unique,male,gallery,oil,signed,52.0,6.0,other,images_thesis\2172877_1_m.jpg
15635,1211.0,35.4,39.4,Unique,female,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2199062_1_m.jpg
8647,2551.0,31.5,47.2,Unique,female,independent,acrylic,signed,4.0,3.0,other,images_thesis\2318338_1_m.jpg
10103,972.0,31.5,23.6,Unique,female,gallery,acrylic,signed,4.0,8.0,other,images_thesis\1321014_1_m.jpg
11924,960.0,15.0,24.0,Unique,female,gallery,oil,signed,1.0,8.0,France,images_thesis\2302395_1_m.jpg
12573,474.0,20.0,16.0,Unique,male,independent,other,signed,0.0,4.0,other,images_thesis\2333594_1_m.jpg
4738,5000.0,48.0,48.0,Unique,male,gallery,other,signed,2.0,3.0,other,images_thesis\2153376_1_m.jpg
15238,12000.0,80.0,60.0,Unique,female,independent,other,signed,1.0,6.0,United States,images_thesis\2232288_1_m.jpg
7081,1458.0,43.3,29.5,Unique,unknown,independent,other,not signed,5.0,1.0,France,images_thesis\2174180_1_m.jpg
3653,704.0,39.4,23.6,Unique,male,gallery,other,signed,3.0,8.0,other,images_thesis\1524798_1_m.jpg
17121,3209.0,48.0,35.8,Unique,female,independent,other,signed,1.0,6.0,other,images_thesis\2265554_1_m.jpg
3489,972.0,11.6,16.5,Unique,male,gallery,other,signed,3.0,3.0,Spain,images_thesis\1765326_1_m.jpg
16993,636.0,15.7,11.8,Unique,female,gallery,other,signed,4.0,8.0,France,images_thesis\1137681_1_m.jpg
2104,698.0,15.7,11.8,Unique,female,gallery,other,signed,3.0,7.0,France,images_thesis\2328947_1_m.jpg
3107,7288.0,47.2,47.2,Unique,male,gallery,other,signed,9.0,12.0,France,images_thesis\551440_1_m.jpg
16250,11748.0,24.4,18.1,Copy,unknown,gallery,other,signed,15.0,9.0,France,images_thesis\772524_1_m.jpg
12384,2672.0,35.4,35.4,Unique,female,gallery,other,signed,1.0,8.0,France,images_thesis\2308846_1_m.jpg
3532,765.0,21.3,17.7,Unique,male,gallery,other,signed,5.0,5.0,other,images_thesis\715962_1_m.jpg
19263,11781.0,39.4,57.1,Unique,unknown,gallery,other,signed,10.0,10.0,other,images_thesis\573726_1_m.jpg
12395,668.0,19.7,23.6,Unique,unknown,gallery,other,signed,4.0,1.0,Ukraine,images_thesis\2297467_1_m.jpg
3351,1500.0,12.0,8.0,Unique,female,gallery,acrylic,signed,1.0,3.0,other,images_thesis\2306493_1_m.jpg
14475,727.0,19.7,27.6,Unique,male,gallery,oil,signed,8.0,1.0,Ukraine,images_thesis\2324771_1_m.jpg
9352,2794.0,39.4,39.4,Unique,female,independent,other,signed,2.0,3.0,other,images_thesis\2334158_1_m.jpg
9885,729.0,28.0,22.0,Unique,unknown,gallery,other,signed,6.0,8.0,France,images_thesis\2294093_1_m.jpg
8351,1943.0,39.4,31.5,Unique,unknown,gallery,acrylic,signed,2.0,8.0,France,images_thesis\2249793_1_m.jpg
10653,729.0,23.6,23.6,Unique,male,independent,other,signed,0.0,1.0,other,images_thesis\2303486_1_m.jpg
8271,1458.0,47.2,47.2,Unique,male,gallery,other,signed,6.0,9.0,France,images_thesis\2297148_1_m.jpg
12471,1069.0,39.4,39.4,Unique,male,gallery,oil,signed,1.0,10.0,France,images_thesis\2312197_1_m.jpg
6328,2205.0,11.8,15.7,Unique,female,gallery,oil,signed,15.0,3.0,Spain,images_thesis\2136990_1_m.jpg
18413,2800.0,24.0,20.0,Unique,female,independent,oil,signed,0.0,4.0,other,images_thesis\2301395_1_m.jpg
4590,4616.0,35.4,47.2,Unique,female,gallery,other,signed,3.0,3.0,Spain,images_thesis\2194690_1_m.jpg
7050,5587.0,39.4,47.2,Unique,male,gallery,oil,signed,7.0,6.0,other,images_thesis\563377_1_m.jpg
1830,972.0,27.6,27.6,Unique,unknown,gallery,oil,signed,3.0,9.0,Spain,images_thesis\2134903_1_m.jpg
55,2727.0,48.0,59.8,Unique,male,gallery,acrylic,signed,7.0,10.0,other,images_thesis\301825_1_m.jpg
13835,5300.0,39.4,35.4,Unique,male,gallery,oil,signed,2.0,1.0,Ukraine,images_thesis\2195936_1_m.jpg
15996,1817.0,10.6,14.6,Unique,unknown,gallery,other,signed,3.0,4.0,United States,images_thesis\2209637_1_m.jpg
8929,1822.0,39.4,39.4,Unique,female,independent,acrylic,signed,3.0,6.0,other,images_thesis\1376874_1_m.jpg
3692,6680.0,76.8,59.1,Unique,unknown,gallery,acrylic,signed,16.0,11.0,France,images_thesis\941571_1_m.jpg
194,3037.0,44.5,59.1,Unique,unknown,gallery,oil,signed,10.0,9.0,France,images_thesis\35519_1_m.jpg
4068,3150.0,60.0,48.0,Unique,male,gallery,oil,signed,4.0,3.0,United States,images_thesis\2227210_1_m.jpg
667,741.0,44.5,27.6,Unique,unknown,gallery,other,signed,1.0,1.0,France,images_thesis\2230375_1_m.jpg
19407,1574.0,23.6,33.5,Unique,female,gallery,acrylic,signed,1.0,3.0,Ukraine,images_thesis\2250410_1_m.jpg
10493,5587.0,19.7,15.7,Unique,unknown,gallery,oil,signed,3.0,10.0,other,images_thesis\1375287_1_m.jpg
2201,12316.0,31.5,31.5,Unique,female,gallery,other,signed,1.0,8.0,France,images_thesis\2283955_1_m.jpg
861,4336.0,22.0,30.0,Unique,female,gallery,other,signed,3.0,10.0,United States,images_thesis\2155404_1_m.jpg
11355,2186.0,23.6,23.6,Unique,male,independent,oil,signed,2.0,5.0,other,images_thesis\2137708_1_m.jpg
4422,1000.0,11.0,15.0,Unique,unknown,gallery,other,signed,4.0,3.0,other,images_thesis\1654692_1_m.jpg
2635,2429.0,17.7,13.8,Unique,unknown,gallery,oil,signed,5.0,10.0,other,images_thesis\1212273_1_m.jpg
18736,1817.0,19.7,27.6,Unique,unknown,gallery,oil,not signed,2.0,3.0,Ukraine,images_thesis\2047653_1_m.jpg
8141,790.0,28.7,36.2,Unique,male,gallery,oil,signed,5.0,9.0,France,images_thesis\920130_1_m.jpg
16291,1090.0,22.4,35.4,Unique,unknown,gallery,oil,signed,0.0,10.0,France,images_thesis\2301437_1_m.jpg
14454,2422.0,38.2,57.5,Unique,male,gallery,acrylic,signed,4.0,11.0,France,images_thesis\2329716_1_m.jpg
9839,2065.0,31.1,20.5,Unique,male,independent,other,signed,14.0,5.0,Spain,images_thesis\850419_1_m.jpg
20307,1138.0,10.6,14.6,Unique,male,gallery,other,signed,1.0,7.0,France,images_thesis\2323927_1_m.jpg
12425,613.0,31.5,27.6,Unique,male,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2266421_1_m.jpg
12207,2308.0,47.2,70.9,Unique,female,independent,other,signed,0.0,4.0,Ukraine,images_thesis\2298990_1_m.jpg
16315,606.0,50.8,54.7,Unique,male,gallery,acrylic,signed,1.0,10.0,other,images_thesis\2280437_1_m.jpg
2063,2551.0,53.1,43.3,Unique,male,gallery,other,signed,8.0,1.0,Ukraine,images_thesis\2259354_1_m.jpg
13179,715.0,11.8,11.8,Unique,unknown,independent,oil,signed,4.0,4.0,France,images_thesis\2228498_1_m.jpg
17960,350.0,42.0,36.0,Unique,female,gallery,other,signed,1.0,7.0,United States,images_thesis\2200654_1_m.jpg
9029,2647.0,59.1,39.4,Unique,male,independent,acrylic,signed,1.0,3.0,other,images_thesis\2199494_1_m.jpg
18248,2035.0,23.6,23.6,Unique,unknown,independent,oil,signed,1.0,1.0,other,images_thesis\2263823_1_m.jpg
7252,2308.0,36.2,28.7,Unique,unknown,gallery,acrylic,signed,3.0,9.0,France,images_thesis\1643847_1_m.jpg
3053,911.0,18.1,21.7,Unique,male,gallery,oil,signed,2.0,10.0,France,images_thesis\2287398_1_m.jpg
18929,8316.0,57.5,44.9,Unique,male,gallery,oil,signed,1.0,10.0,France,images_thesis\2297013_1_m.jpg
13863,7751.0,45.7,28.7,Unique,unknown,gallery,oil,signed,4.0,8.0,France,images_thesis\1075578_1_m.jpg
15991,2632.0,47.0,36.0,Unique,female,gallery,acrylic,signed,5.0,3.0,other,images_thesis\2225630_1_m.jpg
3102,2836.0,21.5,28.7,Unique,male,gallery,oil,signed,62.0,6.0,other,images_thesis\814791_1_m.jpg
13151,1211.0,23.6,23.6,Unique,unknown,gallery,other,signed,0.0,4.0,France,images_thesis\2292155_1_m.jpg
17299,1574.0,21.7,17.3,Unique,unknown,gallery,other,signed,1.0,11.0,France,images_thesis\2299550_1_m.jpg
15303,908.0,31.5,31.5,Unique,female,gallery,oil,signed,1.0,3.0,other,images_thesis\2321277_1_m.jpg
17833,9083.0,30.7,25.6,Unique,male,gallery,oil,signed,0.0,3.0,other,images_thesis\2311438_1_m.jpg
17396,800.0,7.9,7.9,Unique,male,independent,other,signed,14.0,4.0,Ukraine,images_thesis\1735470_1_m.jpg
18215,1000.0,15.7,19.7,Unique,unknown,gallery,oil,signed,1.0,1.0,Ukraine,images_thesis\2285821_1_m.jpg
9606,613.0,23.6,31.5,Unique,male,gallery,other,signed,5.0,1.0,Ukraine,images_thesis\2263739_1_m.jpg
8415,1154.0,45.7,31.9,Unique,male,gallery,other,signed,0.0,10.0,France,images_thesis\2330001_1_m.jpg
790,1750.0,45.0,36.0,Unique,unknown,gallery,other,signed,1.0,3.0,other,images_thesis\2295445_1_m.jpg
